Sort_Order,Full_Species,Species_ID,Species_ID_Prev,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,MBCA_2013,CDN_Status,AviBase_Status,Prev_CND_Status,WildSpecies2010,Origin,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Previous_Sci_Name,Previous_EN_Name,Previous_FR_Name,Technical_Committees,Inland_and_Marsh_Waterbirds_SubTC,Seabirds_SubTC,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number,,,,
994,Yes,OFPA,,,Orange-fronted Parakeet,Conure à front rouge,Perico Frente Naranja,Eupsittula canicularis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Aratinga canicularis,,,,No,No,OFPA,,3813,11290,,,,
995,Yes,BTPA,CAPA,,Brown-throated Parakeet,Conure cuivrée,Aratinga Pertinaz,Eupsittula pertinax,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Aratinga pertinax,,,,No,No,BTPA,,3814,11300,,,,
996,Yes,NAPA,,,Nanday Parakeet,Conure nanday,Aratinga Ñanday,Aratinga nenday,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Nandayus nenday,"Black-hooded Para
-
keet, Nanday Conure",,,No,No,,,,,,,,
997,Yes,CFMA,,,Chestnut-fronted Macaw,Ara vert,Guacamayo Severo,Ara severus,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11310,,,,
998,Yes,MIMA,,,Military Macaw,Ara militaire,Guacamaya Verde,Ara militaris,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11320,,,,
999,Yes,GGMA,,,Great Green Macaw,Ara de Buffon,Guacamayo Ambiguo,Ara ambiguus,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
1000,Yes,RAGM,,,Red-and-green Macaw,Ara chloroptère,Guacamayo Aliverde,Ara chloropterus,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
1001,Yes,SCMA,,,Scarlet Macaw,Ara rouge,Guacamaya Roja,Ara macao,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11350,,,,
1002,Yes,CUBM,,,Cuban Macaw,Ara tricolore,Guacamayo de Cuba,Ara tricolor,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
1003,Yes,BAYM,,,Blue-and-yellow Macaw,Ara bleu,Guacamayo Azulamarillo,Ara ararauna,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11371,,,,
1004,Yes,GREP,,,Green Parakeet,Conure verte,Perico Mexicano,Psittacara holochlora,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Aratinga holochlora,,,,No,No,,,,11230,,,,
1005,Yes,PACP,,,Pacific Parakeet,Conure de Ridgway,Perico Centroamericano,Psittacara strenua,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Aratinga strenua,,,,No,No,,,,11240,,,,
1006,Yes,CFPA,,,Crimson-fronted Parakeet,Conure de Finsch,Aratinga de Finsch,Psittacara finschi,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Aratinga finschi,,,,No,No,,,,,,,,
1007,Yes,CPAK,,,Cuban Parakeet,Conure de Cuba,Aratinga Cubana,Psittacara euops,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Aratinga euops,,,,No,No,,,,,,,,
1007.5,Yes,PRPK,,,Puerto Rican Parakeet,Conure de Porto Rico,,Psittacara maugei,No,DNO,,,,,,,,,,,,,,,No,No,,,,,,,,
1008,Yes,HPAK,HPKT,,Hispaniolan Parakeet,Conure maîtresse,Aratinga de la Española,Psittacara chloroptera,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Aratinga chloroptera,,,,No,No,HPKT,,3812,11260,,,,
1009,Yes,MIPA,,,Mitred Parakeet,Conure mitrée,Aratinga Mitrada,Psittacara mitrata,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Aratinga mitrata,,,,No,No,,,,51850,,,,
1010,Yes,TBPA,,,Thick-billed Parrot,Conure à gros bec,Cotorra-Serrana Occidental,Rhynchopsitta pachyrhyncha,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,TBPA,,3821,03821,,,,
1011,Yes,MFPA,,,Maroon-fronted Parrot,Conure à front brun,Cotorra-Serrana Oriental,Rhynchopsitta terrisi,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11380,,,,
1012,Yes,BAPA,,,Barred Parakeet,Toui catherine,Perico Barrado,Bolborhynchus lineola,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,BAPA,,,11390,,,,
1013,Yes,GRUP,,,Green-rumped Parrotlet,Toui été,Cotorrita Culiverde,Forpus passerinus,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,GRUP,,,,,,,
1014,Yes,MEXP,,,Mexican Parrotlet,Toui du Mexique,Perico Catarina,Forpus cyanopygius,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,MEXP,,,11410,,,,
1015,Yes,SPPA,,,Spectacled Parrotlet,Toui à lunettes,Cotorrita de Anteojos,Forpus conspicillatus,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,SPPA,,,,,,,
1016,Yes,OCPA,,,Orange-chinned Parakeet,Toui à menton d'or,Perico Ala Amarilla,Brotogeris jugularis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,OCPA,,,11430,,,,
1017,Yes,WWPA,,,White-winged Parakeet,Toui à ailes variées,Catita Versicolor,Brotogeris versicolurus,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,WWPA,,,03825,,,,
1018,Yes,RFPA,,,Red-fronted Parrotlet,Toui du Costa Rica,Cotorrita Costarricense,Touit costaricensis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,RFPA,,,,,,,
1019,Yes,BFPA,,,Blue-fronted Parrotlet,Toui à front bleu,Cotorrita Cariazul,Touit dilectissimus,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,BFPA,,,,,,,
1020,Yes,BHOP,,,Brown-hooded Parrot,Caïque à capuchon,Loro Cabeza Oscura,Pyrilia haematotis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,BHOP,,,11470,,,,
1021,Yes,SHPA,,,Saffron-headed Parrot,Caïque de Bonaparte,Lorito Cabecigualdo,Pyrilia pyrilia,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,SHPA,,,,,,,
1022,Yes,BHEP,,,Blue-headed Parrot,Pione à tête bleue,Loro Cabeciazul,Pionus menstruus,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,BHEP,,,,,,,
1023,Yes,WCPA,,,White-crowned Parrot,Pione à couronne blanche,Loro Corona Blanca,Pionus senilis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,WCPA,,,11490,,,,
1024,Yes,WFPA,,,White-fronted Parrot,Amazone à front blanc,Loro Frente Blanca,Amazona albifrons,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,WFPA,,,11500,,,,
1025,Yes,YLPA,,,Yellow-lored Parrot,Amazone du Yucatan,Loro Yucateco,Amazona xantholora,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,YLPA,,,11510,,,,
1026,Yes,CPAT,,,Cuban Parrot,Amazone de Cuba,Amazona Cubana,Amazona leucocephala,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,CPAT,,,,,,,
1027,Yes,YBPA,,,Yellow-billed Parrot,Amazone sasabé,Amazona Jamaicana Piquiclara,Amazona collaria,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,YBPA,,,,,,,
1028,Yes,HPAT,,,Hispaniolan Parrot,Amazone d'Hispaniola,Amazona de la Española,Amazona ventralis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,HPRT,,3827,11540,,,,
1029,Yes,PRPA,,,Puerto Rican Parrot,Amazone de Porto Rico,Amazona Portorriqueña,Amazona vittata,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,PRPA,,3828,11550,,,,
1030,Yes,BBPA,,,Black-billed Parrot,Amazone verte,Amazona Jamaicana Piquioscura,Amazona agilis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
1031,Yes,RCPA,,,Red-crowned Parrot,Amazone à joues vertes,Loro Tamaulipeco,Amazona viridigenalis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,RCPA,,3826,03826,,,,
1032,Yes,LCPA,,,Lilac-crowned Parrot,Amazone à couronne lilas,Loro Corona Lila,Amazona finschi,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11570,,,,
1033,Yes,RLPA,,,Red-lored Parrot,Amazone diadème,Loro Cachete Amarillo,Amazona autumnalis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11580,,,,
1034,Yes,MEAP,,,Mealy Parrot,Amazone poudrée,Loro Corona Azul,Amazona farinosa,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11590,,,,
1035,Yes,YHPA,,,Yellow-headed Parrot,Amazone à tête jaune,Loro Cabeza Amarilla,Amazona oratrix,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11600,,,,
1036,Yes,YNPA,,,Yellow-naped Parrot,Amazone à nuque d'or,Loro Nuca Amarilla,Amazona auropalliata,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11610,,,,
1037,Yes,YCPA,,,Yellow-crowned Parrot,Amazone à front jaune,Amazona Real,Amazona ochrocephala,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,11620,,,,
1038,Yes,RNPA,,,Red-necked Parrot,Amazone de Bouquet,Amazona Gorgirroja,Amazona arausiaca,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
1039,Yes,SLPA,,,St. Lucia Parrot,Amazone de Sainte-Lucie,Amazona de Santa Lucía,Amazona versicolor,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
1040,Yes,SVPA,,,St. Vincent Parrot,Amazone de Saint-Vincent,Amazona de San Vicente,Amazona guildingii,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
1041,Yes,IMPA,,,Imperial Parrot,Amazone impériale,Amazona Imperial,Amazona imperialis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
1041.1,Yes,RRPA,,,Rose-ringed Parakeet,Perruche à collier,Cotorra de Kramer,Psittacula krameri,No,DNO,,,,,Psittaculidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Psittaculinae,Psittaciformes,,,,,No,No,,,,03823,,,,
1041.2,Yes,RFLO,,,Rosy-faced Lovebird,Inséparable rosegorge,Inseparable de Namibia,Agapornis roseicollis,No,DNO,,,,,Psittaculidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Agapornithinae,Psittaciformes,,,,,No,No,,,,,,,,
1041.3,Yes,BUDG,,,Budgerigar,Perruche ondulée,Periquito Común,Melopsittacus undulatus,No,DNO,,,,,Psittaculidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Loriinae,Psittaciformes,,,,,No,No,,,,03822,,,,
1042,Yes,SAPA,,,Sapayoa,Sapayoa à bec large,Sapayoa,Sapayoa aenigma,No,DNO,,,,,Sapayoidae,Sapayoidés,,,,Passeriformes,,,,,No,No,,,,,,,,
1043,Yes,FAAN,,,Fasciated Antshrike,Batara fascié,Batará Lineado,Cymbilaimus lineatus,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1044,Yes,GANT,,,Great Antshrike,Grand Batara,Batará Mayor,Taraba major,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,14500,,,,
1045,Yes,BAAN,,,Barred Antshrike,Batara rayé,Batará Barrado,Thamnophilus doliatus,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,14510,,,,
1046,Yes,BLAN,,,Black Antshrike,Batara noir,Batará Negro,Thamnophilus nigriceps,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1047,Yes,BHOA,,,Black-hooded Antshrike,Batara capucin,Batará Negruzco,Thamnophilus bridgesi,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1048,Yes,BCAS,WSLA,,Black-crowned Antshrike,Batara à nuque noire,Batará Pizarroso Occidental,Thamnophilus atrinucha,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,Western Slaty-Antshrike,,,No,No,,,,,,,,
1049,Yes,SFAN,,,Spiny-faced Antshrike,Batara masqué,Batará Moteado,Xenornis setifrons,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1050,Yes,RUAN,,,Russet Antshrike,Batara rousset,Batará Café,Thamnistes anabatinus,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,14560,,,,
1051,Yes,PLAN,,,Plain Antvireo,Batara gorgeret,Hormiguero Sencillo,Dysithamnus mentalis,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,14570,,,,
1052,Yes,STCA,,,Streak-crowned Antvireo,Batara strié,Batarito Estriado,Dysithamnus striaticeps,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1053,Yes,SPCA,,,Spot-crowned Antvireo,Batara ponctué,Batarito Coronipunteado,Dysithamnus puncticeps,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1054,Yes,MOAN,,,Moustached Antwren,Myrmidon de Griscom,Hormiguerito de Griscom,Myrmotherula ignota,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1055,Yes,PAAN,,,Pacific Antwren,Myrmidon du Pacifique,Hormiguerito del Pacífico,Myrmotherula pacifica,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1056,Yes,WFLA,,,White-flanked Antwren,Myrmidon à flancs blancs,Hormiguerito Flanquialbo,Myrmotherula axillaris,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1057,Yes,SLAN,,,Slaty Antwren,Myrmidon ardoisé,Hormiguero Apizarrado,Myrmotherula schisticolor,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,14640,,,,
1058,Yes,CTAN,,,Checker-throated Antwren,Myrmidon fauve,Hormiguerito Leonado,Epinecrophylla fulviventris,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1059,Yes,RWAN,,,Rufous-winged Antwren,Grisin à ailes rousses,Tiluchí Alirrufo,Herpsilochmus rufimarginatus,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1060,Yes,DWAN,,,Dot-winged Antwren,Grisin étoilé,Hormiguero Ala Punteada,Microrhopias quixensis,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,14660,,,,
1061,Yes,WFRA,,,White-fringed Antwren,Grisin de Cayenne,Hormiguerito Coicorita,Formicivora grisea,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1062,Yes,RRAN,,,Rufous-rumped Antwren,Grisin à croupion roux,Tiluchí Lomirrufo,Euchrepomis callinota,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,Terenura callinota,,,,No,No,,,,,,,,
1063,Yes,DUAN,,,Dusky Antbird,Grisin sombre,Hormiguero Tirano,Cercomacroides tyrannina,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,14690,,,,
1064,Yes,JEAN,,,Jet Antbird,Grisin de jais,Hormiguero Azabache,Cercomacra nigricans,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1065,Yes,BACA,,,Bare-crowned Antbird,Alapi à tête nue,Hormiguero Calvo,Gymnocichla nudiceps,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1066,Yes,WBEA,,,White-bellied Antbird,Alapi à ventre blanc,Hormiguero Ventriblanco,Myrmeciza longipes,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1067,Yes,CBAN,,,Chestnut-backed Antbird,Alapi à dos roux,Hormiguero Dorsicastaño,Myrmeciza exsul,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1068,Yes,DMAN,,,Dull-mantled Antbird,Alapi tabac,Hormiguero de Manto Descolorido,Myrmeciza laemosticta,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1069,Yes,IMAN,,,Zeledon's Antbird,Alapi de Zeledon,Hormiguero de Zeledon,Myrmeciza zeledoni,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1070,Yes,SPAN,,,Spotted Antbird,Fourmilier grivelé,Hormiguero Moteado,Hylophylax naevioides,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1071,Yes,WBAA,,,Wing-banded Antbird,Palicour de Cayenne,Hormiguero alifranjeado,Myrmornis torquata,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1072,Yes,BIAN,,,Bicolored Antbird,Fourmilier bicolore,Hormiguero bicolor,Gymnopithys bicolor,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,Gymnopithys leucaspis,,Fourmilier à joues blanches,,No,No,,,,,,,,
1073,Yes,OCAN,,,Ocellated Antbird,Fourmilier ocellé,Hormiguero Ocelado,Phaenostictus mcleannani,No,DNO,,,,,Thamnophilidae,Thamnophilidés,Antbirds,Fourmiliers,,Passeriformes,,,,,No,No,,,,,,,,
1074,Yes,BCAP,BCNA,,Black-crowned Antpitta,Pittasome à tête noire,Tororoí Capinegro,Pittasoma michleri,No,DNO,,,,,Conopophagidae,Conopophagidés,Gnateaters,Conophages,,Passeriformes,,,,,No,No,,,,,,,,
1075,Yes,SCAA,,,Scaled Antpitta,Grallaire écaillée,Hormiguero-Cholino Escamoso,Grallaria guatimalensis,No,DNO,,,,,Grallariidae,Grallariidées,Antpittas,Grallaires,,Passeriformes,,,,,No,No,,,,14840,,,,
1076,Yes,SCHA,,,Streak-chested Antpitta,Grallaire à lunettes,Tororoí de Anteojos,Hylopezus perspicillatus,No,DNO,,,,,Grallariidae,Grallariidées,Antpittas,Grallaires,,Passeriformes,,,,,No,No,,,,,,,,
1077,Yes,THAN,,,Thicket Antpitta,Grallaire buissonnière,Tororoí Ventricanela Colombiano,Hylopezus dives,No,DNO,,,,,Grallariidae,Grallariidées,Antpittas,Grallaires,,Passeriformes,,,,,No,No,,,,,,,,
1078,Yes,OBAN,,,Ochre-breasted Antpitta,Grallaire ocrée,Ponchito Ocráceo,Grallaricula flavirostris,No,DNO,,,,,Grallariidae,Grallariidées,Antpittas,Grallaires,,Passeriformes,,,,,No,No,,,,,,,,
1079,Yes,TATA,,,Tacarcuna Tapaculo,Mérulaxe du Panama,Churrín Panameño,Scytalopus panamensis,No,DNO,,,,,Rhinocryptidae,Rhinocryptidées,Tapaculos,Mérulaxes,,Passeriformes,,,,,No,No,,,,,,,,
1080,Yes,CHOT,,,Choco Tapaculo,Mérulaxe du Choco,Churrín del Chocó,Scytalopus chocoensis,No,DNO,,,,,Rhinocryptidae,Rhinocryptidées,Tapaculos,Mérulaxes,,Passeriformes,,,,,No,No,,,,,,,,
1081,Yes,SFTA,,,Silvery-fronted Tapaculo,Mérulaxe argenté,Churrín Plateado,Scytalopus argentifrons,No,DNO,,,,,Rhinocryptidae,Rhinocryptidées,Tapaculos,Mérulaxes,,Passeriformes,,,,,No,No,,,,,,,,
1082,Yes,BFAN,,,Black-faced Antthrush,Tétéma coq-de-bois,Hormiguero-Cholino Cara Negra,Formicarius analis,No,DNO,,,,,Formicariidae,Formicariidés,Antthrushes,Tétémas,,Passeriformes,,,,,No,No,,,,14800,,,,
1083,Yes,BHEA,,,Black-headed Antthrush,Tétéma à tête noire,Formicario Cabecinegro,Formicarius nigricapillus,No,DNO,,,,,Formicariidae,Formicariidés,Antthrushes,Tétémas,,Passeriformes,,,,,No,No,,,,,,,,
1084,Yes,RBAN,,,Rufous-breasted Antthrush,Tétéma à poitrine rousse,Formicario Pechirrufo,Formicarius rufipectus,No,DNO,,,,,Formicariidae,Formicariidés,Antthrushes,Tétémas,,Passeriformes,,,,,No,No,,,,,,,,
1085,Yes,TTLE,,,Tawny-throated Leaftosser,Sclérure à gorge rousse,Hojarasquero Pecho Rufo,Sclerurus mexicanus,No,DNO,,,,,Furnariidae,Furnariidés,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Sclerurinae,Passeriformes,,,,,No,No,,,,14260,,,,
1086,Yes,GTLE,,,Gray-throated Leaftosser,Sclérure à gorge grise,Tirahojas Gorgigrís,Sclerurus albigularis,No,DNO,,,,,Furnariidae,Furnariidés,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Sclerurinae,Passeriformes,,,,,No,No,,,,,,,,
1087,Yes,STLE,,,Scaly-throated Leaftosser,Sclérure écaillé,Hojarasquero Oscuro,Sclerurus guatemalensis,No,DNO,,,,,Furnariidae,Furnariidés,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Sclerurinae,Passeriformes,,,,,No,No,,,,14280,,,,
1088,Yes,OLWO,,,Olivaceous Woodcreeper,Grimpar fauvette,Trepatroncos Oliváceo,Sittasomus griseicapillus,No,DNO,,,,,Furnariidae,Furnariidés,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,,No,No,,,,14330,,,,
1089,Yes,LTWO,,,Long-tailed Woodcreeper,Grimpar à longue queue,Trepatroncos Colilargo,Deconychura longicauda,No,DNO,,,,,Furnariidae,Furnariidés,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,,No,No,,,,,,,,
1090,Yes,RUWO,,,Ruddy Woodcreeper,Grimpar roux,Trepatroncos Rojizo,Dendrocincla homochroa,No,DNO,,,,,Furnariidae,Furnariidés,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,,No,No,,,,14320,,,,
